,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^TWII,^TWII,^TWII,^TWII,^TWII,^TWII,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^N225,^N225,^N225,^N225,^N225,^N225,^KS11,^KS11,^KS11,^KS11,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,MSCI_China,MSCI_China
,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-21,4117.1000977,4117.1000977,4072.8999023,4074.3000488,412800.0,4088.10002,,,,,,,1849.8000488,1849.8000488,1849.8000488,1849.8000488,0.0,0.0,461.69,463.41,457.55,458.3,293030000.0,459.75,19310.0,19315.0,19122.0,19122.0,0.0,19217.25,1121.92,1126.26,1117.07,1117.08,0.0,1120.5825,,,,,,,3126.8,3128.4,3116.7,3121.0,0.0,3123.225,2606.8000488,2625.3000488,2600.1999512,2607.0,0.0,0.0,,,,,,,412.43,417.35,409.02,409.28,0.0,412.02,2099.5700684,2104.6201172,2096.9199219,2097.1999512,0.0,0.0,,,,,,,,
1994-11-22,4060.1000977,4066.6000977,4048.3000488,4058.1999512,687400.0,4057.70003,,,,,,,1818.8000488,1818.8000488,1818.8000488,1818.8000488,0.0,0.0,457.95,458.03,450.08,450.09,387270000.0,452.73,19052.0,19052.0,18905.0,18963.0,0.0,18993.0,1118.45,1120.64,1106.66,1106.7,0.0,1113.1125,,,,,,,3091.7,3099.4,3078.6,3078.7,0.0,3087.1,2605.6999512,2605.6999512,2560.3999023,2571.8000488,0.0,0.0,,,,,,,409.28,409.28,397.92,397.93,0.0,403.6025,2091.1398926,2095.8701172,2064.0700684,2073.2900391,0.0,0.0,,,,,,,,
1994-11-23,4038.3000488,4052.1000977,3999.5,4048.6000977,571800.0,4033.40007,,,,,,,1800.6999512,1800.6999512,1800.6999512,1800.6999512,0.0,0.0,450.01,450.61,444.18,449.93,430760000.0,448.24,,,,,,,1108.82,1114.14,1095.97,1095.97,0.0,1103.725,,,,,,,3033.3,3042.0,3010.1,3027.5,0.0,3028.225,2569.0,2569.0,2524.5,2546.1000977,0.0,0.0,,,,,,,397.93,397.93,390.89,397.17,0.0,395.98,2043.3599854,2043.3599854,2025.3599854,2040.0500488,0.0,0.0,,,,,,,,
1994-11-24,4048.6000977,4087.5,4048.5,4085.6000977,382300.0,4073.8667,,,,,,,1829.0999756,1829.0999756,1829.0999756,1829.0999756,0.0,0.0,,,,,,,18877.0,18877.0,18689.0,18701.0,0.0,18786.0,1098.76,1100.76,1085.15,1085.16,0.0,1092.4575,,,,,,,3037.7,3044.7,3034.7,3036.6,0.0,3038.425,2547.6000977,2575.1999512,2547.6000977,2568.6000977,0.0,0.0,,,,,,,,,,,,,2041.6500244,2063.2600098,2041.6500244,2058.7900391,0.0,0.0,,,,,,,,
1994-11-25,4082.8999023,4099.2998047,4081.3999023,4099.2998047,321800.0,4093.33317,,,,,,,1854.1999512,1854.1999512,1854.1999512,1854.1999512,0.0,0.0,449.94,452.87,449.94,452.29,118290000.0,451.7,18742.0,18847.0,18666.0,18667.0,0.0,18730.5,1089.35,1092.15,1074.55,1079.34,0.0,1083.8475,,,,,,,3029.1,3033.5,3014.3,3033.5,0.0,3027.6,2567.6000977,2581.6999512,2559.1999512,2572.5,0.0,0.0,,,,,,,397.17,401.34,397.13,401.17,0.0,399.2025,2065.5800781,2069.7399902,2045.9699707,2056.2700195,0.0,0.0,,,,,,,,
1994-11-28,4092.6000977,4102.7001953,4081.1999512,4088.3999023,368900.0,4090.76668,,,,,,,1854.8000488,1854.8000488,1854.8000488,1854.8000488,0.0,0.0,452.26,454.19,451.04,454.16,265480000.0,453.13,18728.0,18811.0,18728.0,18811.0,0.0,18769.5,1084.92,1087.06,1069.47,1069.48,0.0,1077.7325,,,,,,,3039.9,3049.9,3039.9,3047.1,0.0,3044.2,2573.3000488,2590.3999023,2570.0,2579.3999023,0.0,0.0,,,,,,,401.17,404.92,400.77,403.82,0.0,402.67,2060.5400391,2071.3100586,2047.3599854,2050.8200684,0.0,0.0,,,,,,,,
1994-11-29,4092.0,4104.2001953,4091.3999023,4103.7001953,507100.0,4099.76676,,,,,,,1834.1999512,1834.1999512,1834.1999512,1834.1999512,0.0,0.0,454.23,455.17,452.14,455.17,286620000.0,454.16,18826.0,18929.0,18826.0,18926.0,0.0,18876.75,1072.23,1082.68,1071.01,1081.26,0.0,1076.795,,,,,,,3053.6,3070.1,3053.5,3061.1,0.0,3059.575,2579.3999023,2595.5,2579.3999023,2584.6999512,0.0,0.0,,,,,,,403.82,409.12,403.82,409.1,0.0,406.465,2054.9699707,2055.9699707,2034.7299805,2036.2399902,0.0,0.0,,,,,,,,
1994-11-30,4121.3999023,4128.2998047,4092.0,4093.3999023,634800.0,4104.56657,,,,,,,1833.8000488,1833.8000488,1833.8000488,1833.8000488,0.0,0.0,455.17,457.13,453.27,453.69,298650000.0,454.7,18944.0,19134.0,18944.0,19076.0,0.0,19024.5,1091.91,1092.03,1074.39,1074.41,0.0,1083.185,,,,,,,3058.7,3081.4,3058.1,3081.4,0.0,3069.9,2583.6999512,2602.3999023,2583.6999512,2594.8999023,0.0,0.0,,,,,,,409.1,412.0,404.27,404.82,0.0,407.5475,2039.6999512,2057.2800293,2035.4899902,2057.2800293,0.0,0.0,,,,,,,,
1994-12-01,4096.2001953,4099.8999023,4078.6999512,4082.3999023,700900.0,4086.99992,,,,,,,1845.3000488,1845.3000488,1845.3000488,1845.3000488,0.0,0.0,453.55,453.91,447.97,448.92,285920000.0,450.27,19061.0,19111.0,18962.0,19014.0,0.0,19037.0,1079.47,1079.47,1063.48,1066.21,0.0,1072.1575,,,,,,,3079.6,3079.6,3037.2,3039.6,0.0,3059.0,2594.6000977,2595.1000977,2575.3999023,2576.0,0.0,0.0,,,,,,,404.82,404.85,397.66,397.66,0.0,401.2475,2054.1599121,2054.1599121,2044.4399414,2045.5400391,0.0,0.0,,,,,,,,
1994-12-02,4082.5,4093.0,4074.8000488,4093.0,620800.0,4086.93335,,,,,,,1824.4000244,1824.4000244,1824.4000244,1824.4000244,0.0,0.0,448.92,453.31,448.0,453.3,284750000.0,451.54,18982.0,19080.0,18947.0,18998.0,0.0,19001.75,1064.26,1064.26,1053.02,1053.63,0.0,1058.7925,,,,,,,3022.0,3030.0,3011.6,3017.3,0.0,3020.225,2574.6999512,2577.6999512,2556.8999023,2577.5,0.0,0.0,,,,,,,399.06,402.04,395.85,402.04,0.0,399.7475,2035.7299805,2046.4399414,2035.5899658,2042.3800049,0.0,0.0,,,,,,,,
1994-12-05,4105.3999023,4112.7001953,4096.2998047,4096.6000977,543900.0,4101.8667,,,,,,,1844.1999512,1844.1999512,1844.1999512,1844.1999512,0.0,0.0,453.3,455.04,452.06,453.32,258490000.0,453.47,19067.0,19305.0,19067.0,19305.0,0.0,19186.0,1060.6,1067.57,1060.18,1065.03,0.0,1063.345,,,,,,,3028.2,3037.4,3014.6,3033.5,0.0,3028.425,2578.0,2612.6000977,2578.0,2611.0,0.0,0.0,,,,,,,402.04,404.84,401.11,402.71,0.0,402.675,2054.9099121,2073.1201172,2054.9099121,2067.2600098,0.0,0.0,,,,,,,,
1994-12-06,4085.6999512,4089.0,4057.1999512,4079.3999023,592500.0,4075.19995,,,,,,,1839.4000244,1839.4000244,1839.4000244,1839.4000244,0.0,0.0,453.29,453.93,450.35,453.11,298930000.0,452.46,19316.0,19342.0,19243.0,19340.0,0.0,19310.25,1071.16,1079.48,1071.16,1075.01,0.0,1074.2025,,,,,,,3022.9,3022.9,2992.4,3016.1,0.0,3013.575,2610.8000488,2611.6999512,2581.6999512,2589.1000977,0.0,0.0,,,,,,,402.71,405.14,399.97,399.98,0.0,401.95,2072.25,2072.9399414,2042.0100098,2046.9899902,0.0,0.0,,,,,,,,
1994-12-07,4069.1000977,4079.8000488,4064.8999023,4079.8000488,543700.0,4074.83333,,,,,,,1817.3000488,1817.3000488,1817.3000488,1817.3000488,0.0,0.0,453.11,453.11,450.01,451.23,283490000.0,451.45,19306.0,19306.0,19139.0,19174.0,0.0,19231.25,1077.87,1080.66,1068.57,1068.93,0.0,1074.0075,,,,,,,3003.1,3034.7,3003.1,3012.5,0.0,3013.35,2589.1000977,2601.8999023,2584.0,2584.3000488,0.0,0.0,,,,,,,399.98,400.76,395.59,395.75,0.0,398.02,2047.8000488,2058.4499512,2041.5600586,2044.0400391,0.0,0.0,,,,,,,,
1994-12-08,4078.6999512,4078.6999512,4040.5,4046.6000977,538400.0,4055.26668,,,,,,,1823.9000244,1823.9000244,1823.9000244,1823.9000244,0.0,0.0,451.23,452.06,444.59,445.45,362290000.0,447.37,19173.0,19288.0,19135.0,19180.0,0.0,19194.0,1068.34,1068.34,1053.3,1053.7,0.0,1060.92,,,,,,,3007.7,3022.1,3002.4,3013.8,0.0,3011.5,2583.5,2592.1000977,2578.3999023,2589.3000488,0.0,0.0,,,,,,,395.75,398.21,385.61,386.3,0.0,391.4675,2045.4899902,2048.1201172,2038.8699951,2041.8499756,0.0,0.0,,,,,,,,
1994-12-09,4026.1999512,4034.3000488,4016.5,4034.3000488,440700.0,4028.3667,,,,,,,1800.3000488,1800.3000488,1800.3000488,1800.3000488,0.0,0.0,445.45,446.98,442.88,446.96,336440000.0,445.61,19194.0,19240.0,18972.0,18978.0,0.0,19096.0,1052.25,1052.61,1037.39,1037.67,0.0,1044.98,,,,,,,2997.5,3001.0,2976.7,2977.3,0.0,2988.125,2585.6999512,2585.6999512,2572.6000977,2576.0,0.0,0.0,,,,,,,386.3,388.96,380.14,388.63,0.0,386.0075,2034.4000244,2035.0600586,2022.4499512,2024.1899414,0.0,0.0,,,,,,,,
1994-12-12,4036.5,4045.3000488,4035.8999023,4045.1000977,499600.0,4042.10002,,,,,,,1790.4000244,1790.4000244,1790.4000244,1790.4000244,0.0,0.0,446.95,449.48,445.62,449.47,285730000.0,448.19,19008.0,19072.0,18959.0,18975.0,0.0,19003.5,1037.08,1044.96,1035.35,1042.78,0.0,1040.0425,,,,,,,2978.1,2987.8,2941.9,2943.4,0.0,2962.8,2577.3999023,2586.3999023,2559.8000488,2562.8000488,0.0,0.0,,,,,,,388.63,391.0,381.47,388.88,0.0,387.495,2026.1999512,2033.8199463,1998.1999512,2003.6400146,0.0,0.0,,,,,,,,
1994-12-13,4048.5,4063.0,4044.3000488,4044.3999023,589300.0,4050.56665,,,,,,,1801.4000244,1801.4000244,1801.4000244,1801.4000244,0.0,0.0,449.52,451.69,449.43,450.15,307110000.0,450.42,18997.0,19017.0,18823.0,18875.0,0.0,18928.0,1045.06,1045.58,1025.89,1025.89,0.0,1035.605,,,,,,,2962.9,2962.9,2938.8,2946.4,0.0,2952.75,2562.5,2566.5,2543.5,2566.0,0.0,0.0,,,,,,,388.88,390.31,387.24,387.53,0.0,388.49,2008.2299805,2019.3100586,2002.9300537,2019.1300049,0.0,0.0,,,,,,,,
1994-12-14,4049.8000488,4078.8999023,4049.8000488,4078.8999023,648400.0,4069.19995,,,,,,,1811.0,1811.0,1811.0,1811.0,0.0,0.0,450.05,456.16,450.05,454.97,355000000.0,453.73,18888.0,18958.0,18887.0,18931.0,0.0,18916.0,1025.0,1034.25,1019.36,1026.62,0.0,1026.3075,,,,,,,2949.8,2982.5,2949.0,2980.6,0.0,2965.475,2566.5,2584.1000977,2566.5,2581.3999023,0.0,0.0,,,,,,,387.53,393.22,386.51,391.65,0.0,389.7275,2017.6500244,2040.9399414,2016.9799805,2040.9399414,0.0,0.0,,,,,,,,
1994-12-15,4085.6999512,4112.3999023,4085.6999512,4111.7001953,577200.0,4103.26668,,,,,,,1841.3000488,1841.3000488,1841.3000488,1841.3000488,0.0,0.0,454.97,456.84,454.5,455.34,332790000.0,455.56,18964.0,19178.0,18964.0,19121.0,0.0,19056.75,1030.3,1036.74,1027.87,1027.87,0.0,1030.695,,,,,,,2993.8,2998.1,2973.2,2973.4,0.0,2984.625,2582.6000977,2603.6999512,2582.6000977,2598.0,0.0,0.0,,,,,,,391.65,395.72,391.65,393.7,0.0,393.18,2046.9000244,2060.9099121,2045.4399414,2054.2299805,0.0,0.0,,,,,,,,
1994-12-16,4117.5,4118.1000977,4108.6000977,4118.0,611600.0,4114.90007,,,,,,,1844.8000488,1844.8000488,1844.8000488,1844.8000488,0.0,0.0,455.35,458.8,455.35,458.8,481860000.0,457.65,19131.0,19163.0,19012.0,19163.0,0.0,19117.25,1030.41,1038.01,1026.05,1036.76,0.0,1032.8075,,,,,,,2968.6,3013.6,2953.2,3013.6,0.0,2987.25,2598.6999512,2611.6999512,2592.0,2604.6999512,0.0,0.0,,,,,,,393.7,394.76,391.77,392.01,0.0,393.06,2059.9399414,2071.1201172,2059.75,2069.8999023,0.0,0.0,,,,,,,,
1994-12-19,4112.3999023,4137.2001953,4111.6000977,4136.7998047,557500.0,4128.53337,,,,,,,1847.5,1847.5,1847.5,1847.5,0.0,0.0,458.78,458.78,456.64,457.91,271850000.0,457.78,19160.0,19336.0,19160.0,19271.0,0.0,19231.75,1036.09,1037.33,1028.6,1028.62,0.0,1032.66,,,,,,,3026.8,3048.0,3026.5,3034.4,0.0,3033.925,2606.1999512,2628.6000977,2598.6000977,2600.6999512,0.0,0.0,,,,,,,392.01,392.62,389.77,390.42,0.0,391.205,2080.0700684,2086.3200684,2066.4799805,2066.5900879,0.0,0.0,,,,,,,,
1994-12-20,4141.3999023,4154.1000977,4137.5,4154.1000977,722600.0,4148.56673,,,,,,,1846.1999512,1846.1999512,1846.1999512,1846.1999512,0.0,0.0,458.08,458.45,456.37,457.1,326530000.0,457.31,19263.0,19418.0,19194.0,19407.0,0.0,19320.5,1028.75,1032.18,1023.45,1023.99,0.0,1027.0925,,,,,,,3030.5,3061.3,3030.5,3058.1,0.0,3045.1,2601.0,2619.8999023,2597.0,2614.6999512,0.0,0.0,,,,,,,390.42,393.71,388.22,390.61,0.0,390.74,2063.9899902,2082.3798828,2063.9899902,2080.1599121,0.0,0.0,,,,,,,,
1994-12-21,4159.1000977,4181.0,4159.1000977,4175.6000977,989600.0,4171.90007,,,,,,,1852.9000244,1852.9000244,1852.9000244,1852.9000244,0.0,0.0,457.24,461.7,457.17,459.61,379130000.0,459.49,19395.0,19455.0,19277.0,19341.0,0.0,19367.0,1028.17,1032.97,1026.73,1026.86,0.0,1028.6825,,,,,,,3050.1,3070.4,3049.6,3070.4,0.0,3060.125,2615.0,2636.3000488,2614.3999023,2636.1000977,0.0,0.0,,,,,,,390.61,397.8,390.61,397.8,0.0,394.205,2084.1699219,2095.8200684,2082.9199219,2095.5,0.0,0.0,,,,,,,,
1994-12-22,4179.6000977,4182.7001953,4167.2001953,4182.7001953,480800.0,4177.53353,,,,,,,1854.8000488,1854.8000488,1854.8000488,1854.8000488,0.0,0.0,459.62,461.21,459.33,459.68,340330000.0,460.07,19400.0,19633.0,19400.0,19633.0,0.0,19516.5,1033.88,1040.55,1033.67,1040.2,0.0,1037.075,,,,,,,3077.8,3095.6,3072.8,3091.7,0.0,3084.475,2636.3999023,2654.1999512,2632.8000488,2649.8000488,0.0,0.0,,,,,,,397.8,400.37,397.8,399.8,0.0,398.9425,2100.9699707,2103.8000488,2093.2600098,2102.25,0.0,0.0,,,,,,,,
1994-12-23,4177.5,4193.6000977,4177.5,4193.2001953,304100.0,4188.1001,,,,,,,1856.6999512,1856.6999512,1856.6999512,1856.6999512,0.0,0.0,459.7,461.32,459.39,459.83,196540000.0,460.18,,,,,,,1050.81,1053.95,1040.53,1040.55,0.0,1046.46,,,,,,,3087.2,3087.8,3083.1,3083.4,0.0,3085.375,2650.6000977,2655.8000488,2624.1000977,2651.0,0.0,0.0,,,,,,,399.8,402.96,399.38,401.15,0.0,400.8225,2102.9099121,2104.4399414,2092.6699219,2100.9799805,0.0,0.0,,,,,,,,
1994-12-26,,,,,,,,,,,,,,,,,,,,,,,,,19646.0,19726.0,19600.0,19726.0,0.0,19674.5,1037.0,1038.55,1024.6,1024.6,0.0,1031.1875,,,,,,,3083.399902,3083.399902,3083.399902,3083.399902,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-27,4193.200195,4193.200195,4193.200195,4193.200195,0.0,0.0,,,,,,,,,,,,,459.85,462.73,459.85,462.47,211180000.0,461.68,19703.0,19801.0,19628.0,19711.0,0.0,19710.75,1026.61,1030.64,1017.97,1025.33,0.0,1025.1375,,,,,,,3083.399902,3083.399902,3083.399902,3083.399902,0.0,0.0,2651.5,2673.5,2648.3000488,2673.5,0.0,0.0,,,,,,,401.15,404.73,401.15,404.03,0.0,402.765,2103.5900879,2112.3500977,2103.5900879,2110.7700195,0.0,0.0,,,,,,,,
1994-12-28,4201.7998047,4202.3999023,4189.2001953,4201.5,328500.0,4197.70003,,,,,,,1884.0,1884.0,1884.0,1884.0,0.0,0.0,462.47,462.49,459.0,460.86,246260000.0,460.78,19745.0,19814.0,19599.0,19666.0,0.0,19706.0,1030.41,1033.46,1026.27,1027.37,0.0,1029.3775,,,,,,,3088.9,3109.7,3088.9,3095.8,0.0,3095.825,2674.0,2675.5,2655.5,2656.1999512,0.0,0.0,,,,,,,404.03,404.54,398.79,400.26,0.0,401.905,2116.25,2116.3200684,2096.1298828,2097.3400879,0.0,0.0,,,,,,,,
1994-12-29,4189.0,4203.1000977,4183.0,4202.7001953,332000.0,4196.26676,,,,,,,1879.5999756,1879.5999756,1879.5999756,1879.5999756,0.0,0.0,460.92,461.81,460.36,461.17,250650000.0,461.11,19717.0,19833.0,19679.0,19723.0,0.0,19738.0,,,,,,,,,,,,,3081.3,3082.4,3064.6,3065.6,0.0,3073.475,2655.3999023,2655.3999023,2626.3000488,2628.8000488,0.0,0.0,,,,,,,400.26,406.31,400.26,406.31,0.0,403.285,2092.9599609,2093.0800781,2071.3300781,2074.6799316,0.0,0.0,,,,,,,,
1994-12-30,4206.7001953,4213.7998047,4202.5,4213.6000977,293000.0,4209.96663,,,,,,,1857.4000244,1857.4000244,1857.4000244,1857.4000244,0.0,0.0,461.17,462.12,459.24,459.27,256260000.0,460.21,19717.85938,19833.2207,19679.33984,19723.06055,0.0,19745.20703,,,,,,,,,,,,,3064.4,3073.1,3062.9,3065.5,0.0,3066.475,,,,,,,,,,,,,406.31,406.5,402.41,404.27,0.0,404.8725,2095.8000488,2098.8798828,2095.8000488,2097.5100098,0.0,0.0,,,,,,,,
1995-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.5,3065.5,3065.5,3065.5,0.0,0.0,,,,,,,,,,,,,,,,,,,2091.4699707,2092.3300781,2078.4599609,2079.1899414,0.0,0.0,,,,,,,,
1995-01-03,4192.8999023,4192.8999023,4180.3999023,4185.8999023,314400.0,4186.3999,,,,,,,1849.0999756,1849.0999756,1849.0999756,1849.0999756,0.0,0.0,459.21,459.27,457.2,459.11,262450000.0,458.53,19724.0,19724.0,19641.0,19684.0,0.0,19693.25,1027.45,1030.65,1013.55,1013.57,0.0,1021.305,,,,,,,3062.6,3066.5,3050.6,3065.7,0.0,3061.35,2627.3999023,2627.6999512,2609.6999512,2612.3000488,0.0,0.0,,,,,,,404.27,404.27,397.57,398.0,0.0,401.0275,2079.1999512,2079.6398926,2065.4499512,2068.9199219,0.0,0.0,,,,,,,,
1995-01-04,4177.5,4177.5,4146.7998047,4154.5,454400.0,4159.59993,,,,,,,1830.0,1830.0,1830.0,1830.0,0.0,0.0,459.13,460.72,457.56,460.71,319510000.0,459.66,19725.0,19725.0,19641.0,19684.0,0.0,19693.75,1013.98,1013.98,995.48,997.01,0.0,1005.1125,,,,,,,3063.9,3072.1,3051.5,3051.6,0.0,3059.775,2614.0,2634.6000977,2595.6000977,2632.3999023,0.0,0.0,,,,,,,398.0,400.01,394.59,399.65,0.0,398.0625,2076.1201172,2081.1499023,2071.6298828,2072.8999023,0.0,0.0,,,,,,,,
1995-01-05,4155.2001953,4163.7001953,4152.2998047,4160.3999023,533400.0,4158.79997,,,,,,,1814.8000488,1814.8000488,1814.8000488,1814.8000488,0.0,0.0,460.73,461.3,459.75,460.34,309050000.0,460.46,19697.0,19717.0,19518.0,19616.0,0.0,19637.0,996.57,997.1,975.79,976.06,0.0,986.38,,,,,,,3049.5,3049.5,3028.2,3032.3,0.0,3039.875,2633.3999023,2648.5,2611.8999023,2613.1000977,0.0,0.0,,,,,,,399.65,402.04,397.84,398.02,0.0,399.3875,2074.9599609,2075.0,2050.6000977,2051.4599609,0.0,0.0,,,,,,,,
1995-01-06,4152.3999023,4168.1000977,4149.6000977,4151.7001953,554400.0,4156.4668,,,,,,,1813.3000488,1813.3000488,1813.3000488,1813.3000488,0.0,0.0,460.38,462.49,459.47,460.68,308070000.0,460.88,19586.0,19586.0,19417.0,19519.0,0.0,19527.0,975.94,982.58,969.68,975.32,0.0,975.88,,,,,,,3027.4,3067.9,3019.9,3064.9,0.0,3045.025,2611.5,2622.8999023,2594.3999023,2622.3000488,0.0,0.0,,,,,,,398.02,402.89,398.02,401.59,0.0,400.13,2049.1201172,2059.0200195,2045.8299561,2058.1999512,0.0,0.0,,,,,,,,
1995-01-09,4144.2001953,4160.5,4144.2001953,4160.5,524800.0,4155.06673,,,,,,,1805.4000244,1805.4000244,1805.4000244,1805.4000244,0.0,0.0,460.67,461.77,459.74,460.83,278790000.0,460.78,19502.0,19524.0,19434.0,19445.0,0.0,19476.25,989.02,1001.94,989.02,998.32,0.0,994.575,,,,,,,3065.2,3069.6,3054.0,3055.8,0.0,3061.15,2622.8000488,2633.1000977,2614.8000488,2617.3000488,0.0,0.0,,,,,,,401.59,403.99,400.91,403.53,0.0,402.505,2061.6101074,2068.6699219,2052.0500488,2053.4099121,0.0,0.0,,,,,,,,
1995-01-10,4173.3999023,4191.8999023,4168.2001953,4191.8999023,664700.0,4184.0,,,,,,,1804.0999756,1804.0999756,1804.0999756,1804.0999756,0.0,0.0,460.9,464.59,460.9,461.68,352450000.0,462.39,19415.0,19544.0,19369.0,19501.0,0.0,19457.25,998.43,1007.2,992.92,993.44,0.0,997.9975,,,,,,,3049.2,3060.5,3038.4,3060.4,0.0,3052.125,2617.1000977,2617.1000977,2593.6999512,2600.3999023,0.0,0.0,,,,,,,403.53,410.4,403.53,407.57,0.0,406.2575,2049.8898926,2062.0800781,2042.2199707,2062.0800781,0.0,0.0,,,,,,,,
1995-01-11,4196.3999023,4196.3999023,4161.7001953,4186.7001953,814700.0,4181.6001,,,,,,,1808.3000488,1808.3000488,1808.3000488,1808.3000488,0.0,0.0,461.68,463.61,458.65,461.66,346310000.0,461.31,19517.0,19603.0,19480.0,19548.0,0.0,19537.0,993.5,1007.19,993.31,999.08,0.0,998.27,,,,,,,3050.0,3075.0,3042.4,3049.4,0.0,3054.2,2599.3000488,2606.5,2586.6000977,2597.0,0.0,0.0,,,,,,,407.57,410.45,402.78,407.1,0.0,406.975,2059.0700684,2067.5800781,2052.9899902,2061.7600098,0.0,0.0,,,,,,,,
1995-01-12,4186.7998047,4186.7998047,4152.7001953,4152.7001953,737200.0,4164.06673,,,,,,,1810.9000244,1810.9000244,1810.9000244,1810.9000244,0.0,0.0,461.64,461.93,460.63,461.64,313040000.0,461.4,19536.0,19547.0,19344.0,19410.0,0.0,19459.25,999.11,1011.69,999.06,1000.77,0.0,1002.6575,,,,,,,3051.0,3060.0,3032.4,3033.2,0.0,3044.15,2598.1000977,2617.6999512,2598.1000977,2600.5,0.0,0.0,,,,,,,407.1,408.32,405.92,407.32,0.0,407.165,2069.9399414,2071.3200684,2053.2800293,2059.6799316,0.0,0.0,,,,,,,,
1995-01-13,4152.2001953,4152.2001953,4120.3999023,4133.3999023,589100.0,4135.33333,,,,,,,1806.5,1806.5,1806.5,1806.5,0.0,0.0,461.64,466.43,461.64,465.97,336740000.0,464.68,19408.0,19408.0,19265.0,19331.0,0.0,19353.0,1000.81,1003.73,976.59,976.59,0.0,989.43,,,,,,,3024.2,3048.5,3016.1,3048.3,0.0,3034.275,2600.5,2604.5,2578.6999512,2600.1999512,0.0,0.0,,,,,,,407.32,410.94,407.32,410.48,0.0,409.015,2061.1999512,2066.3999023,2057.5500488,2064.1398926,0.0,0.0,,,,,,,,
