,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^TWII,^TWII,^TWII,^TWII,^TWII,^TWII,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^N225,^N225,^N225,^N225,^N225,^N225,^KS11,^KS11,^KS11,^KS11,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,MSCI_China,MSCI_China
,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,21118.1992188,21265.8007812,21112.5996094,21218.9003906,210872000.0,21199.10026,17855.7792969,17960.9902344,17855.7792969,17946.6601562,3851000.0,17921.14323,7365.1000977,7404.2001953,7363.6000977,7387.6000977,390000.0,7385.13346,4703.96,4740.74,4703.96,4725.79,2913040000.0,4723.5,28703.01,28798.37,28640.15,28798.3,43600000.0,28734.9575,2998.02,3000.7,2980.91,2998.17,483300.0,2994.45,26886.0,27023.0,26814.0,27016.0,218448800.0,26934.75,7341.66,7385.42,7331.05,7373.34,0.0,7357.8675,12717.3300781,12787.9599609,12695.5898438,12785.3203125,25194700.0,12756.29004,17066.8007812,17118.6503906,17015.5507812,17072.5996094,197000.0,17068.93359,16203.76,16360.75,16188.03,16308.21,564525300.0,16265.1875,15660.7802734,15768.4501953,15622.5996094,15756.3095703,43253900.0,15715.78646,7071.93018,7119.87012,7049.91992,7106.1499,54434100.0,7091.97998,164.416371,
2021-12-24,21233.9003906,21270.1992188,21229.5996094,21229.6992188,40520600.0,21243.16602,17966.3496094,18039.8496094,17953.5703125,17961.640625,3834800.0,17985.02018,7387.6000977,7435.8999023,7387.6000977,7420.2998047,230000.0,7414.59993,,,,,,,28836.05,28870.13,28773.5,28782.52,35900000.0,28815.55,3009.48,3025.77,3009.48,3012.43,537500.0,3014.29,,,,,,,7373.34,7403.65,7368.83,7372.1,0.0,7379.48,,,,,,,17149.5,17155.5996094,16909.5996094,17003.75,182600.0,17022.98307,,,,,,,,,,,,,7091.6001,7116.87988,7086.58008,7086.58008,11954300.0,7096.68001,163.976715,
2021-12-27,,,,,,,17975.4101562,18099.7792969,17975.4101562,18048.9394531,3701200.0,18041.3763,,,,,,,4733.99,4791.49,4733.99,4791.19,2770290000.0,4772.22,28786.33,28805.28,28658.82,28676.39,37500000.0,28731.705,3013.94,3017.31,2999.3,2999.55,475000.0,3007.525,26942.0,27252.0,26925.0,27231.0,196458800.0,27087.5,,,,,,,12742.7304688,12893.3896484,12742.1298828,12866.9003906,17421800.0,12834.13997,16937.75,17112.0507812,16833.1992188,17086.25,144800.0,17010.5,16361.07,16567.64,16361.07,16567.5,527406700.0,16464.32,15705.5302734,15854.6201172,15697.4404297,15835.25,28899600.0,15795.77018,7070.14014,7149.14014,7062.3999,7140.39014,34917800.0,7117.31006,163.724363,
2021-12-28,,,,,,,18099.7109375,18197.359375,18099.7109375,18196.8105469,3899900.0,18164.62695,,,,,,,4795.49,4807.02,4780.04,4786.35,2707920000.0,4791.14,28953.32,29121.01,28879.68,29069.09,47000000.0,29005.775,3006.77,3020.29,2991.55,3020.24,607000.0,3009.7125,27275.0,27497.0,27274.0,27445.0,238404900.0,27372.75,,,,,,,12888.5302734,12977.2099609,12885.5097656,12970.5302734,16142900.0,12944.41667,17177.5996094,17250.25,17161.1503906,17233.25,176000.0,17214.88346,16602.92,16607.19,16458.49,16488.66,504192900.0,16539.315,15839.1904297,15974.7900391,15832.9599609,15963.7001953,34021000.0,15923.81673,7141.8501,7187.75977,7141.66992,7181.10986,36149600.0,7170.17985,163.436328,
2021-12-29,21276.4003906,21430.5996094,21276.4003906,21344.6992188,233871000.0,21350.56641,18209.140625,18283.25,18192.859375,18248.2792969,3983900.0,18241.46289,7427.1000977,7518.3999023,7426.2998047,7509.7998047,428600.0,7484.83317,4788.64,4804.06,4778.08,4793.06,2963310000.0,4791.73,28995.73,29106.28,28729.61,28906.81,44700000.0,28934.6075,3002.9,3007.72,2988.67,2993.29,545800.0,2998.145,27461.0,27467.0,27260.0,27344.0,209813300.0,27383.0,7372.1,7457.14,7372.1,7420.69,0.0,7405.5075,12953.3203125,12966.2998047,12877.9902344,12926.5595703,17872600.0,12923.61654,17220.0996094,17285.9492188,17176.6503906,17213.5996094,161700.0,17225.39974,16510.63,16548.92,16396.16,16491.01,474235000.0,16486.68,15952.4697266,15955.0302734,15803.5898438,15852.25,34973900.0,15870.29004,7179.10986,7201.6499,7137.3501,7161.52002,37481200.0,7166.84001,160.859694,
2021-12-30,21339.0996094,21433.9003906,21293.4003906,21294.5996094,145727400.0,21340.63346,18270.0,18291.25,18216.4492188,18218.8398438,4082900.0,18242.17969,7512.2001953,7520.6000977,7499.5,7513.3999023,365300.0,7511.16667,4794.23,4808.93,4775.33,4778.73,3124950000.0,4787.66,28794.24,28904.42,28579.49,28791.64,40400000.0,28767.4475,2999.75,3005.36,2975.74,2977.65,460600.0,2989.625,27354.0,27415.0,27308.0,27347.0,198002200.0,27356.0,7420.69,7433.39,7403.01,7403.01,0.0,7415.025,12925.6904297,12980.1396484,12875.6601562,12875.6601562,20457100.0,12910.48665,17201.4492188,17264.0507812,17146.3496094,17203.9492188,320800.0,17204.7832,16485.4,16569.62,16415.12,16429.1,461922400.0,16474.81,15837.5595703,15890.7402344,15834.5703125,15884.8603516,32456600.0,15870.05697,7167.52979,7189.83984,7156.79004,7173.22998,35427000.0,7173.28662,162.610797,
2021-12-31,21253.3007812,21276.5,21168.6992188,21222.8007812,128384600.0,21222.66667,18270.0,18291.25,18216.45,18218.84,4608793.0,18242.18,7515.2998047,7515.2998047,7444.6000977,7444.6000977,272400.0,7468.16667,4775.21,4786.83,4765.75,4766.18,2677820000.0,4772.92,,,,,,,,,,,,,,,,,,,7403.01,7403.01,7357.1,7384.54,0.0,7386.915,,,,,,,17244.5,17400.8007812,17238.5,17354.0507812,167000.0,17331.11719,16411.26,16464.62,16317.26,16320.08,450086900.0,16378.305,,,,,,,7153.66016,7163.72998,7139.6001,7153.02979,18788700.0,7152.11995,165.795332,
2022-01-03,,,,,,,18260.2304688,18379.6894531,18238.4707031,18270.5097656,4309600.0,18296.22331,,,,,,,4778.14,4796.64,4758.17,4796.56,3831020000.0,4783.79,,,,,,,2998.32,3010.77,2979.42,2988.77,540900.0,2994.32,27409.0,27779.0,27409.0,27730.0,403410700.0,27581.75,,,,,,,12934.4199219,12997.1503906,12905.5302734,12939.1699219,30070400.0,12947.28353,17387.1503906,17646.6503906,17383.3007812,17625.6992188,200500.0,17551.88346,16395.51,16504.14,16306.64,16501.77,927441697.0,16427.015,15947.4404297,16069.3798828,15943.1601562,16020.7304688,56865800.0,16011.09017,7197.3999,7245.66016,7195.81982,7217.22022,54644700.0,7219.56673,164.735545,
2022-01-04,21335.5996094,21473.6992188,21222.0996094,21236.5,269077900.0,21310.76628,18395.140625,18526.3496094,18395.140625,18526.3496094,4231400.0,18482.61328,7456.2001953,7594.7001953,7456.1000977,7589.7998047,491700.0,7546.8667,4804.51,4818.62,4774.27,4793.54,4683170000.0,4795.48,29098.41,29323.79,28954.56,29301.72,66000000.0,29169.62,2991.97,2995.25,2973.08,2989.24,621200.0,2987.385,27897.0,28084.0,27753.0,27955.0,427310400.0,27922.25,7384.54,7520.79,7384.54,7505.15,0.0,7448.755,12977.5898438,12979.7597656,12884.4804688,12900.9697266,38722000.0,12921.73665,17681.4003906,17827.5996094,17593.5507812,17805.25,247400.0,17742.13346,16513.87,16513.87,16151.9,16279.73,1044618335.0,16364.8425,16069.7998047,16202.5800781,16036.5195312,16152.6103516,75187400.0,16130.56999,7273.56982,7332.20996,7250.24023,7317.41016,77540000.0,7299.95345,163.12716,
2022-01-05,21281.9003906,21319.1992188,21037.4003906,21039.6992188,311271500.0,21132.09961,18598.1308594,18619.609375,18446.5195312,18499.9609375,4261600.0,18522.02995,7591.3999023,7620.2001953,7563.3999023,7565.7998047,472300.0,7583.1333,4787.99,4797.7,4699.44,4700.58,4887960000.0,4732.57,29288.8,29388.16,29204.45,29332.09,78600000.0,29303.375,2984.05,2986.2,2936.73,2953.97,786900.0,2965.2375,28002.0,28213.0,27951.0,28163.0,459306200.0,28082.25,7505.15,7529.97,7484.28,7516.87,0.0,7509.0675,12868.0,12906.3701172,12825.9003906,12906.3701172,33319300.0,12879.54688,17820.0996094,17944.6992188,17748.8496094,17925.25,251500.0,17872.93294,16190.55,16249.23,15763.84,15771.78,1100543668.0,15993.85,16177.4404297,16285.3496094,16161.7197266,16271.75,68244500.0,16239.60645,7320.47998,7384.85986,7313.52979,7376.37012,0.0,7358.25326,158.940912,
2022-01-06,21057.9003906,21148.5996094,20934.1992188,21072.1992188,238503500.0,21051.66602,18395.7207031,18427.1503906,18253.8203125,18367.9199219,3411400.0,18349.63021,7550.5,7551.3999023,7340.3999023,7358.2998047,623900.0,7416.69987,4693.39,4725.01,4671.26,4696.05,4295280000.0,4697.44,29136.75,29158.95,28487.87,28487.87,71600000.0,28817.86,2925.4,2952.54,2915.38,2920.53,785500.0,2928.4625,27738.0,27942.0,27601.0,27656.0,413528200.0,27734.25,7516.87,7516.87,7419.95,7450.37,0.0,7476.015,12754.5097656,12816.1201172,12728.4404297,12792.2802734,40330300.0,12778.94694,17768.5,17797.9492188,17655.5507812,17745.9003906,236500.0,17733.13346,15675.22,15900.6,15608.57,15765.36,1005762786.0,15737.4375,16076.1601562,16156.5595703,15988.6298828,16052.0302734,75756700.0,16065.73991,7264.0,7316.06006,7240.87988,7249.66016,89793800.0,7268.8667,160.152387,
2022-01-07,21066.8007812,21113.1992188,20942.4003906,21084.5,201893900.0,21046.69987,18388.1601562,18444.1191406,18134.4101562,18169.7597656,4727900.0,18249.42969,7377.1000977,7484.6000977,7376.7998047,7453.2998047,469100.0,7438.23324,4697.66,4707.95,4662.74,4677.03,4181510000.0,4682.57,28711.53,28813.09,28293.7,28478.49,75200000.0,28574.2025,2933.78,2959.03,2933.1,2954.89,545800.0,2945.2,27776.0,27853.0,27449.0,27618.0,389938700.0,27674.0,7450.37,7485.28,7431.86,7485.28,0.0,7463.1975,12754.4101562,12821.4404297,12715.4902344,12797.9404297,42708300.0,12778.29036,17797.5996094,17905.0,17704.5507812,17812.6992188,239300.0,17807.41667,15774.13,15835.0,15526.8,15592.19,935107068.0,15682.03,15999.0195312,16044.2802734,15862.7099609,15947.7402344,74469300.0,15951.57682,7250.79004,7269.6499,7178.18018,7219.47998,78597800.0,7222.43669,162.963283,
2022-01-10,21034.5,21072.3007812,20790.9003906,21072.3007812,249460500.0,20978.50065,18095.390625,18243.2597656,18043.9707031,18239.3808594,3440300.0,18175.53711,7460.2001953,7460.2001953,7409.8999023,7447.1000977,410100.0,7439.06673,4655.34,4673.02,4582.24,4670.29,4511810000.0,4641.85,,,,,,,2947.37,2951.12,2910.9,2926.72,477000.0,2934.0275,27779.0,27803.0,27273.0,27354.0,352259500.0,27552.25,7485.28,7496.12,7422.94,7445.25,0.0,7462.3975,12802.7597656,12811.1699219,12560.7001953,12597.3496094,50021100.0,12656.40658,17913.3007812,18017.4492188,17879.1503906,18003.3007812,232400.0,17966.63346,15383.18,15627.92,15165.53,15614.43,1175186500.0,15447.765,16006.4404297,16015.3398438,15724.2304688,15768.2695312,82834300.0,15835.94661,7245.20996,7250.24023,7105.54981,7115.77002,80610700.0,7157.18669,164.63853,
2022-01-11,21086.1992188,21284.0,21009.0996094,21274.8007812,292134500.0,21189.30013,18266.5390625,18293.5292969,18135.4296875,18288.2109375,4694000.0,18239.05664,7439.2998047,7440.7001953,7376.7998047,7390.1000977,549600.0,7402.53337,4669.14,4714.13,4638.27,4713.07,4101590000.0,4688.49,28380.9,28473.47,28089.49,28222.41,73700000.0,28291.5675,2930.93,2943.57,2909.82,2927.38,565800.0,2927.925,27551.0,27642.0,27446.0,27535.0,281269000.0,27543.5,7445.25,7497.12,7445.25,7491.37,0.0,7469.7475,12740.5996094,12772.6298828,12691.2998047,12709.7099609,45521100.0,12724.54655,17997.75,18081.25,17964.4003906,18055.75,220200.0,18033.80013,15582.72,15848.56,15496.91,15844.12,941799891.0,15693.0775,15918.8203125,15979.9902344,15880.3896484,15941.8095703,74622100.0,15934.06315,7185.20996,7227.70996,7160.43994,7183.37988,71633500.0,7190.50993,165.337207,
2022-01-12,21338.0,21449.9003906,21286.0996094,21395.0,282425700.0,21377.0,18348.390625,18394.6992188,18255.3808594,18375.4003906,4196200.0,18341.82682,7403.7001953,7467.5,7403.7001953,7438.8999023,569400.0,7436.70003,4728.59,4748.83,4706.71,4726.35,4048220000.0,4727.3,28449.53,28814.31,28427.6,28765.59,72500000.0,28614.2575,2950.78,2972.58,2950.31,2972.48,519000.0,2961.5375,27693.0,27727.0,27508.0,27714.0,453715000.0,27660.5,7491.37,7564.2,7491.37,7551.72,0.0,7524.665,12737.8896484,12740.6103516,12629.3798828,12670.4697266,38966100.0,12680.15332,18170.4003906,18227.9492188,18128.8007812,18212.3496094,245000.0,18189.69987,15955.48,16017.39,15815.95,15905.1,862219216.0,15923.48,16054.9296875,16061.5,15955.5400391,16010.3203125,69357000.0,16009.12012,7235.47022,7249.87988,7183.37988,7237.18994,85271800.0,7223.48324,170.522081,
2022-01-13,21427.0,21471.0996094,21276.3007812,21293.0,232657500.0,21346.80013,18356.2109375,18459.7304688,18346.8105469,18436.9296875,4599500.0,18414.49023,7449.7001953,7487.2998047,7448.8999023,7474.3999023,605200.0,7470.19987,4733.56,4744.13,4650.29,4659.03,4251730000.0,4684.48,28658.22,28660.45,28444.96,28489.06,69900000.0,28563.1725,2979.91,2982.14,2958.39,2962.09,604600.0,2970.6325,27676.0,27900.0,27662.0,27844.0,351016000.0,27770.5,7551.72,7566.46,7530.12,7563.85,0.0,7553.0375,12626.5097656,12662.4501953,12589.4599609,12620.4404297,35179000.0,12624.11686,18257.0,18272.25,18163.8007812,18257.8007812,303700.0,18231.28385,15970.09,15990.38,15468.09,15495.62,960652857.0,15731.045,15959.8300781,16090.2900391,15941.7802734,16031.5898438,72976100.0,16021.22005,7215.47998,7227.3501,7166.93994,7201.14014,81834900.0,7198.47673,168.552822,
2022-01-14,21191.5996094,21365.5,21162.8007812,21357.5996094,248685200.0,21295.30013,18509.0,18509.0,18213.4394531,18403.3300781,4559700.0,18375.25651,7457.2998047,7458.5,7386.7998047,7393.8999023,620000.0,7413.06657,4637.99,4665.13,4614.75,4662.85,4338490000.0,4647.58,28246.99,28252.96,27889.21,28124.21,82100000.0,28128.3425,2937.61,2944.97,2914.73,2921.92,532300.0,2929.8075,27598.0,27737.0,27422.0,27544.0,406157900.0,27575.25,7563.85,7568.16,7523.02,7542.95,0.0,7549.495,12512.2998047,12596.4296875,12506.5800781,12525.6298828,35254800.0,12542.87988,18185.0,18286.9492188,18119.6503906,18255.75,229500.0,18220.7832,15396.47,15617.18,15396.47,15611.59,917843724.0,15505.4275,15929.3701172,15970.7001953,15833.7304688,15883.2402344,80457700.0,15895.8903,7132.58984,7171.3999,7119.00977,7143.0,79772300.0,7144.46989,167.735372,
2022-01-17,21373.1992188,21550.0996094,21373.1992188,21537.5,102382400.0,21486.93294,18512.1503906,18535.4199219,18435.0195312,18525.4394531,3172100.0,18498.6263,7395.2001953,7429.2998047,7385.7998047,7417.2998047,472800.0,7410.7998,,,,,,,28332.72,28449.99,28274.18,28333.45,54500000.0,28347.585,2918.55,2919.67,2875.98,2890.1,592900.0,2901.075,27678.0,27705.0,27574.0,27689.0,356541300.0,27661.5,7542.95,7616.06,7542.95,7611.23,0.0,7578.2975,12560.9199219,12657.5703125,12547.0097656,12633.2099609,33568500.0,12612.59668,18235.6503906,18321.5507812,18228.75,18308.0996094,266700.0,18286.13346,,,,,,,15948.9003906,15962.7001953,15894.7695312,15933.7197266,46576400.0,15930.39648,7167.52979,7213.7002,7148.97998,7201.64014,53465300.0,7188.10677,166.433826,
2022-01-18,21386.6992188,21386.6992188,21193.0,21274.5996094,270941200.0,21284.76628,18492.8105469,18575.4101562,18378.640625,18378.640625,3163500.0,18444.23047,7424.3999023,7445.1000977,7398.2001953,7408.7998047,549300.0,7417.3667,4632.24,4632.24,4568.7,4577.11,4748700000.0,4592.68,28451.34,28690.34,28129.66,28257.18,71300000.0,28382.13,2898.98,2902.79,2857.26,2864.24,553700.0,2880.8175,27579.0,27585.0,27305.0,27483.0,481745500.0,27488.0,7611.23,7613.05,7531.96,7563.55,0.0,7579.9475,12556.1396484,12562.0,12484.4404297,12529.5595703,38853100.0,12525.33333,18337.1992188,18350.9492188,18085.9003906,18113.0507812,227500.0,18183.30013,15378.06,15446.3,15182.96,15210.76,1098213720.0,15304.52,15839.1503906,15843.5800781,15669.3496094,15772.5595703,70557600.0,15761.82975,7172.43018,7175.45996,7098.18994,7133.83008,78561500.0,7135.82666,165.71201,
2022-01-19,21343.5996094,21344.5,21155.9003906,21205.1992188,269018900.0,21235.19987,18275.1796875,18359.140625,18199.3496094,18227.4609375,3422100.0,18261.98372,7398.7001953,7398.7001953,7325.7001953,7332.5,697400.0,7352.30013,4588.03,4611.55,4530.2,4532.76,4465740000.0,4558.17,27928.89,27958.17,27314.41,27467.16,84300000.0,27667.1575,2840.34,2871.79,2832.18,2842.28,463400.0,2846.6475,27327.0,27563.0,27221.0,27371.0,490314700.0,27370.5,7563.55,7614.93,7525.15,7589.66,0.0,7573.3225,12465.2802734,12570.0595703,12448.4404297,12525.6904297,41889400.0,12514.73014,18129.1992188,18129.1992188,17884.9003906,17938.4003906,276700.0,17984.16667,15287.25,15382.0,15038.44,15047.84,965752963.0,15188.8825,15639.4501953,15898.0498047,15629.8603516,15809.7197266,74923900.0,15779.20996,7104.10986,7211.24023,7104.10986,7172.97998,84173800.0,7162.77669,165.432366,
2022-01-20,21245.1992188,21369.6992188,21043.5,21058.1992188,235930000.0,21157.13281,18212.2597656,18292.140625,18125.1992188,18218.2792969,3209300.0,18211.87305,7333.7998047,7354.6000977,7298.5,7342.3999023,684500.0,7331.83333,4547.35,4602.11,4477.95,4482.73,4640870000.0,4520.93,27401.43,27882.53,27217.59,27772.86,74000000.0,27568.6025,2842.28,2862.7,2830.97,2862.68,395400.0,2849.6575,27429.0,27570.0,27316.0,27570.0,465538800.0,27471.25,7589.66,7619.01,7549.87,7585.01,0.0,7585.8875,12510.0302734,12575.3896484,12449.1904297,12560.7001953,33591900.0,12528.42676,17921.0,17943.6992188,17648.4492188,17757.0,258100.0,17783.04948,15176.38,15347.62,14832.69,14846.46,1020327684.0,15050.7875,15837.2402344,15912.3300781,15737.3300781,15912.3300781,62979800.0,15853.99674,7190.02002,7199.97022,7123.62012,7194.16016,76932800.0,7172.5835,171.211149,
2022-01-21,20921.8007812,20921.8007812,20534.4003906,20621.4003906,314223500.0,20692.53385,18113.9394531,18113.9394531,17851.390625,17899.3007812,4160500.0,17954.87695,7320.6000977,7320.7001953,7153.2998047,7175.7998047,911000.0,7216.59993,4471.38,4494.52,4395.34,4397.94,5589100000.0,4429.27,27404.36,27586.42,27129.61,27522.04,72700000.0,27410.6075,2837.49,2847.95,2817.11,2834.29,532500.0,2834.21,27172.0,27316.0,26807.0,27061.0,434447800.0,27089.0,7585.01,7585.01,7450.49,7494.13,0.0,7528.66,12433.2900391,12467.0195312,12304.0195312,12355.5400391,56612000.0,12375.52637,17613.6992188,17707.5996094,17485.8496094,17617.1503906,277600.0,17603.5332,14728.66,14868.45,14432.64,14438.4,1477787003.0,14617.0375,15694.8203125,15728.2900391,15456.8701172,15603.8798828,105899500.0,15596.34668,7088.43994,7122.06006,7013.49023,7068.58984,110697300.0,7068.04671,170.211911,
2022-01-24,20465.1992188,20577.4003906,19912.5996094,20571.3007812,395028200.0,20353.76693,17843.3300781,18004.4492188,17682.3300781,17989.0390625,3586500.0,17891.93945,7173.7001953,7173.7001953,7086.7998047,7139.5,760500.0,7133.33333,4356.32,4417.35,4222.62,4410.13,6928110000.0,4350.03,27258.45,27627.6,27203.33,27588.3,61000000.0,27419.42,2823.76,2828.11,2780.68,2792.0,473600.0,2806.1375,26880.0,26990.0,25802.0,25973.0,493968100.0,26411.25,7494.13,7494.13,7283.38,7297.15,0.0,7392.1975,12292.6298828,12304.2099609,11878.2695312,11881.2998047,78440500.0,12021.25977,17575.1503906,17599.4003906,16997.8496094,17149.0996094,323800.0,17248.7832,14160.91,14532.57,13724.85,14509.58,1798142523.0,14231.9775,15499.6103516,15587.3896484,14952.6699219,15011.1298828,115815500.0,15183.72982,7014.83984,7070.91992,6754.24023,6787.79004,0.0,6870.9834,167.044662,
2022-01-25,20364.6992188,20746.6992188,20130.5,20591.0,273778800.0,20489.39974,17890.7109375,17890.7109375,17645.6601562,17701.1191406,3506500.0,17745.83008,7129.8999023,7129.8999023,6920.7001953,6961.6000977,1101100.0,7004.06673,4366.64,4411.01,4287.11,4356.45,5145050000.0,4351.52,27466.82,27493.75,26890.94,27131.12,77000000.0,27245.6575,2786.41,2789.62,2703.99,2720.39,639400.0,2750.1025,26186.0,26274.0,25785.0,26029.0,401987900.0,26068.5,7297.15,7382.6,7297.15,7371.46,0.0,7337.09,11914.3300781,11996.1699219,11867.7802734,11945.6904297,59880000.0,11936.54688,17001.5507812,17309.1503906,16836.8007812,17277.9492188,326500.0,17141.30013,14237.6,14410.43,14033.81,14149.12,1221409494.0,14207.74,15139.0703125,15205.75,14979.1103516,15123.8701172,86066500.0,15102.91016,6870.27002,6890.54004,6776.79981,6837.95996,98212900.0,6835.09993,163.87694,
2022-01-26,20781.3007812,20933.1992188,20502.5996094,20595.9003906,279753000.0,20677.23307,17657.9707031,17776.4199219,17633.0292969,17674.4003906,2897700.0,17694.61654,7139.5,7139.5,6920.7,6961.6,593177.0,7007.26667,4408.43,4453.23,4304.8,4349.93,5570640000.0,4369.32,27105.98,27184.54,26858.68,27011.11,60500000.0,27040.0775,2729.75,2744.14,2708.1,2709.24,471800.0,2722.8075,26225.0,26657.0,26199.0,26619.0,410532700.0,26425.0,7371.46,7525.58,7371.46,7469.78,0.0,7434.57,12053.1796875,12161.2099609,12042.4501953,12098.2597656,46058100.0,12100.63997,,,,,,,14492.52,14646.54,14006.4,14172.76,1345273036.0,14329.555,15273.0595703,15524.9599609,15272.8701172,15459.3896484,82970700.0,15419.07324,6901.74023,7024.14014,6901.74023,6981.95996,0.0,6969.28011,163.5952,
2022-01-27,20755.4003906,20852.5996094,20514.0996094,20544.0996094,271999200.0,20636.93294,17657.97,17776.42,17633.03,17674.4,4586643.0,17694.61667,6971.1000977,7042.7998047,6758.2001953,6838.2998047,1178700.0,6879.7666,4380.58,4428.74,4309.5,4326.51,5214200000.0,4354.92,27139.88,27193.59,26044.52,26170.23,88700000.0,26637.055,2709.24,2722.86,2614.49,2614.49,487100.0,2665.27,26294.0,27040.0,26258.0,26882.0,460394300.0,26618.5,7469.78,7596.7,7388.8,7554.31,0.0,7502.3975,11924.6601562,12205.25,11917.7099609,12176.9003906,47700000.0,12099.95345,17062.0,17182.5,16866.75,17110.1503906,395600.0,17053.13346,14346.46,14419.45,13972.88,14003.11,1349165663.0,14185.475,15229.9804688,15582.4501953,15197.5302734,15524.2695312,105993600.0,15434.75,6879.64014,7053.4502,6873.6001,7023.79981,100076500.0,6983.6167,158.29725,
2022-01-28,20539.1992188,20741.8007812,20411.8007812,20741.8007812,244859200.0,20631.80078,,,,,,,6865.3999023,7000.0,6837.8999023,6988.1000977,2091100.0,6942.0,4336.19,4432.72,4292.46,4431.85,5031090000.0,4385.68,26429.85,26764.85,26289.69,26717.27,76000000.0,26550.415,2617.87,2668.59,2591.53,2663.34,433700.0,2635.3325,26842.0,26866.0,26293.0,26565.0,402469900.0,26641.5,7554.31,7554.31,7420.2,7466.07,0.0,7498.7225,12154.7597656,12166.8701172,11958.6904297,12104.4404297,44822800.0,12076.66699,17208.3007812,17373.5,17077.0996094,17101.9492188,355300.0,17184.18294,14091.31,14457.78,13880.48,14454.61,1296211280.0,14221.045,15411.8603516,15416.5898438,15122.6503906,15318.9501953,91381200.0,15286.06348,7043.43018,7053.0,6846.22022,6965.87988,106663500.0,6955.03337,156.956114,
2022-01-31,20714.3007812,21109.4003906,20697.8007812,21098.3007812,273255000.0,20968.50065,17657.97,17776.42,17633.03,17674.4,0.0,0.0,6967.8999023,7004.3999023,6932.7001953,6971.6000977,759100.0,6969.56673,4431.79,4516.89,4414.02,4515.55,5098610000.0,4482.15,26690.6,27134.57,26541.65,27001.91,78300000.0,26842.1825,,,,,,,27055.0,27060.0,26648.0,26814.0,528600800.0,26894.25,7466.07,7523.95,7450.89,7464.37,0.0,7476.32,12201.8896484,12291.9003906,12175.7802734,12226.7001953,46861100.0,12231.46029,17301.0507812,17410.0,17264.1503906,17339.8496094,321700.0,17338.0,14505.07,14934.52,14442.88,14930.05,1223076688.0,14703.13,15506.7900391,15566.3798828,15338.1904297,15471.2001953,88305600.0,15458.59017,7039.70996,7043.22022,6937.1001,6999.2002,90912900.0,6993.1735,160.904548,
2022-02-01,21160.5,21321.0,21073.0996094,21319.9003906,264205400.0,21238.0,17657.97,17776.42,17633.03,17674.4,0.0,0.0,6958.2998047,7043.6000977,6945.7001953,7006.0,685800.0,6998.43343,4519.57,4550.49,4483.53,4546.54,4816830000.0,4526.85,27167.14,27410.79,27016.71,27078.41,81100000.0,27168.2625,,,,,,,27024.0,27225.0,26999.0,27225.0,485074500.0,27118.25,7464.37,7549.29,7463.01,7535.78,0.0,7503.1125,12338.5400391,12408.7998047,12304.8300781,12359.7998047,57512100.0,12357.8099,17529.4492188,17622.4003906,17244.5507812,17576.8496094,386400.0,17481.26693,14966.6,15034.42,14749.49,15019.68,1117670499.0,14942.5475,15620.5595703,15687.9599609,15537.0498047,15619.3896484,74929400.0,15614.7998,7052.29981,7105.22998,7035.91016,7099.49023,81607500.0,7080.21012,161.269546,
2022-02-02,21363.1992188,21419.3007812,21287.1992188,21362.4003906,255962600.0,21356.30013,17657.97,17776.42,17633.03,17674.4,0.0,0.0,7031.2001953,7107.2001953,7022.8999023,7087.7001953,643500.0,7072.6001,4566.39,4595.31,4544.32,4589.38,4481580000.0,4576.34,27302.99,27564.62,27289.16,27533.53,85200000.0,27422.575,,,,,,,27342.0,27550.0,27318.0,27389.0,464182300.0,27399.75,7535.78,7605.64,7535.78,7583.0,0.0,7565.05,12337.5195312,12414.4199219,12324.9199219,12360.3701172,56340600.0,12366.56999,17706.1992188,17794.5996094,17674.8007812,17780.0,271200.0,17749.80013,15173.03,15196.4,14960.85,15139.74,1493123912.0,15117.505,15689.1601562,15736.5195312,15604.9902344,15613.7695312,66319500.0,15651.75977,7117.4502,7150.54004,7109.29981,7115.27002,0.0,7125.03662,160.81442,
